66,0.197,0.03,0.47,0.136,0.091,0.076,0.636,0.031,0.772;0,0,1
27,0.0,0.037,0.037,0.926,0.0,0.0,1.0,0.0,1.0;1,0,0
29,0.862,0.0,0.0,0.034,0.103,0.0,0.034,0.734,0.123;0,0,1
38,0.868,0.026,0.026,0.053,0.026,0.0,0.105,0.815,0.158;0,0,1
38,0.553,0.026,0.026,0.368,0.026,0.0,0.421,0.247,0.716;1,0,0
55,0.582,0.0,0.055,0.127,0.236,0.0,0.182,0.458,0.279;0,0,1
55,0.345,0.0,0.255,0.327,0.073,0.0,0.582,0.114,0.796;1,0,0
19,0.263,0.0,0.0,0.737,0.0,0.0,0.737,0.247,0.753;0,0,1
66,0.545,0.0,0.061,0.288,0.106,0.0,0.348,0.359,0.517;0,0,1
28,0.714,0.0,0.0,0.143,0.143,0.0,0.143,0.697,0.16;0,0,1
31,0.839,0.0,0.0,0.129,0.032,0.0,0.129,0.812,0.155;0,1,0
39,0.923,0.026,0.0,0.026,0.0,0.026,0.051,0.914,0.06;0,1,0
26,0.615,0.0,0.038,0.346,0.0,0.0,0.385,0.185,0.815;1,0,0
56,0.375,0.357,0.018,0.25,0.0,0.0,0.625,0.352,0.648;0,0,1
29,0.345,0.034,0.448,0.103,0.069,0.0,0.586,0.195,0.729;1,0,0
58,0.759,0.034,0.017,0.121,0.069,0.0,0.172,0.51,0.392;0,0,1
60,0.633,0.05,0.017,0.233,0.017,0.05,0.3,0.281,0.613;0,0,1
31,0.645,0.032,0.0,0.226,0.097,0.0,0.258,0.611,0.292;0,0,1
34,0.294,0.559,0.029,0.088,0.0,0.029,0.676,0.066,0.897;1,0,0
25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0;0,1,0
27,0.815,0.0,0.0,0.111,0.074,0.0,0.111,0.815,0.111;0,1,0
32,0.125,0.594,0.031,0.25,0.0,0.0,0.875,0.04,0.96;1,0,0
32,0.844,0.062,0.0,0.031,0.0,0.062,0.094,0.735,0.194;0,0,1
58,0.621,0.0,0.034,0.276,0.069,0.0,0.31,0.578,0.353;0,0,1
33,0.242,0.091,0.061,0.515,0.061,0.03,0.667,0.055,0.836;1,0,0
37,0.541,0.108,0.027,0.297,0.027,0.0,0.432,0.121,0.832;1,0,0
56,0.821,0.0,0.0,0.071,0.018,0.089,0.071,0.815,0.078;0,1,0
28,0.321,0.036,0.357,0.179,0.107,0.0,0.571,0.053,0.804;1,0,0
28,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0;1,0,0
22,0.682,0.091,0.0,0.0,0.091,0.136,0.091,0.664,0.108;0,0,1
32,0.906,0.094,0.0,0.0,0.0,0.0,0.094,0.755,0.245;0,0,1
58,0.724,0.034,0.017,0.172,0.052,0.0,0.224,0.34,0.566;0,0,1
23,0.609,0.0,0.0,0.348,0.043,0.0,0.348,0.609,0.348;0,0,1
61,0.59,0.033,0.016,0.18,0.18,0.0,0.23,0.342,0.416;0,0,1
25,0.32,0.0,0.0,0.68,0.0,0.0,0.68,0.124,0.876;1,0,0
29,0.207,0.0,0.034,0.621,0.034,0.103,0.655,0.043,0.796;1,0,0
26,0.692,0.0,0.0,0.077,0.231,0.0,0.077,0.691,0.078;0,0,1
25,0.56,0.0,0.24,0.16,0.04,0.0,0.4,0.395,0.56;0,0,1
30,0.567,0.0,0.033,0.1,0.267,0.033,0.133,0.413,0.229;0,0,1
57,0.895,0.0,0.0,0.035,0.035,0.035,0.035,0.878,0.051;0,0,1
55,0.782,0.0,0.073,0.127,0.018,0.0,0.2,0.714,0.267;0,0,1
53,0.849,0.038,0.038,0.019,0.057,0.0,0.094,0.6,0.306;0,0,1
31,0.903,0.0,0.0,0.032,0.065,0.0,0.032,0.735,0.155;0,0,1
29,0.724,0.0,0.034,0.207,0.034,0.0,0.241,0.544,0.415;0,0,1
30,0.033,0.9,0.067,0.0,0.0,0.0,0.967,0.0060,0.994;1,0,0
30,0.833,0.033,0.0,0.067,0.067,0.0,0.1,0.554,0.328;0,0,1
44,0.341,0.0,0.409,0.182,0.045,0.023,0.591,0.073,0.837;1,0,0
34,0.5,0.147,0.088,0.206,0.059,0.0,0.441,0.085,0.815;1,0,0
26,0.808,0.038,0.0,0.077,0.077,0.0,0.115,0.448,0.393;0,0,1
22,0.318,0.136,0.045,0.318,0.182,0.0,0.5,0.102,0.673;0,0,1
40,0.375,0.075,0.025,0.5,0.0,0.025,0.6,0.07,0.895;1,0,0
27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0;0,1,0
69,0.681,0.0,0.014,0.13,0.174,0.0,0.145,0.669,0.157;0,0,1
38,0.184,0.395,0.026,0.342,0.053,0.0,0.763,0.033,0.906;1,0,0
26,0.423,0.0,0.115,0.346,0.115,0.0,0.462,0.127,0.714;0,0,1
36,0.778,0.0,0.0,0.028,0.139,0.056,0.028,0.721,0.065;0,0,1
57,0.421,0.0,0.088,0.456,0.035,0.0,0.544,0.167,0.788;1,0,0
71,0.887,0.0,0.0,0.028,0.085,0.0,0.028,0.84,0.069;0,0,1
31,0.71,0.0,0.065,0.097,0.129,0.0,0.161,0.552,0.295;0,0,1
31,0.194,0.032,0.065,0.71,0.0,0.0,0.806,0.106,0.894;1,0,0
71,0.31,0.0,0.324,0.352,0.014,0.0,0.676,0.059,0.923;1,0,0
30,0.967,0.0,0.0,0.0,0.033,0.0,0.0,0.967,0.0;0,1,0
54,0.0,0.0,0.944,0.056,0.0,0.0,1.0,0.0,1.0;1,0,0
28,0.25,0.0,0.107,0.607,0.036,0.0,0.714,0.045,0.911;1,0,0
26,0.538,0.0,0.038,0.269,0.115,0.038,0.308,0.39,0.438;0,0,1
35,0.971,0.0,0.0,0.029,0.0,0.0,0.029,0.971,0.029;0,1,0
35,0.657,0.057,0.0,0.286,0.0,0.0,0.343,0.276,0.724;1,0,0
36,0.306,0.472,0.028,0.167,0.028,0.0,0.667,0.069,0.896;1,0,0
54,0.426,0.019,0.056,0.5,0.0,0.0,0.574,0.134,0.866;1,0,0
26,0.923,0.0,0.0,0.077,0.0,0.0,0.077,0.72,0.28;0,0,1
55,0.818,0.018,0.018,0.055,0.091,0.0,0.091,0.649,0.231;0,0,1
22,0.455,0.091,0.091,0.273,0.091,0.0,0.455,0.341,0.562;0,0,1
31,0.323,0.0,0.29,0.355,0.032,0.0,0.645,0.08,0.879;1,0,0
29,0.793,0.0,0.0,0.0,0.034,0.172,0.0,0.793,0.0;0,0,1
66,0.197,0.015,0.591,0.152,0.045,0.0,0.758,0.091,0.86;1,0,0
25,0.36,0.0,0.6,0.04,0.0,0.0,0.64,0.336,0.664;0,0,1
27,0.852,0.0,0.0,0.074,0.074,0.0,0.074,0.624,0.254;0,0,1
65,0.585,0.046,0.092,0.246,0.031,0.0,0.385,0.364,0.599;1,0,0
25,0.68,0.0,0.0,0.24,0.08,0.0,0.24,0.291,0.567;0,0,1
26,0.654,0.0,0.0,0.038,0.154,0.154,0.038,0.606,0.069;0,0,1
32,0.719,0.0,0.062,0.219,0.0,0.0,0.281,0.387,0.613;1,0,0
28,0.821,0.0,0.0,0.071,0.107,0.0,0.071,0.684,0.181;0,0,1
24,0.875,0.0,0.042,0.083,0.0,0.0,0.125,0.536,0.464;1,0,0
51,0.412,0.118,0.059,0.392,0.02,0.0,0.569,0.104,0.868;1,0,0
39,0.282,0.026,0.385,0.205,0.051,0.051,0.615,0.052,0.818;1,0,0
29,0.552,0.069,0.103,0.276,0.0,0.0,0.448,0.227,0.773;0,0,1
36,0.778,0.0,0.0,0.083,0.139,0.0,0.083,0.689,0.158;0,0,1
29,0.828,0.034,0.069,0.0,0.034,0.034,0.103,0.802,0.128;0,1,0
49,0.857,0.0,0.0,0.082,0.0,0.061,0.082,0.855,0.084;0,1,0
22,0.727,0.0,0.045,0.182,0.045,0.0,0.227,0.712,0.242;0,0,1
28,0.036,0.893,0.0,0.036,0.036,0.0,0.929,0.016,0.948;1,0,0
31,0.871,0.032,0.065,0.0,0.032,0.0,0.097,0.812,0.155;0,0,1
34,0.676,0.0,0.0,0.147,0.147,0.029,0.147,0.362,0.349;0,0,1
30,0.5,0.1,0.0,0.267,0.133,0.0,0.367,0.155,0.642;0,0,1
35,0.857,0.057,0.029,0.029,0.029,0.0,0.114,0.846,0.125;0,1,0
52,0.808,0.0,0.038,0.077,0.077,0.0,0.115,0.599,0.294;0,0,1
33,0.364,0.273,0.0,0.303,0.03,0.03,0.576,0.069,0.847;1,0,0
57,0.86,0.0,0.035,0.035,0.07,0.0,0.07,0.784,0.14;0,0,1
46,0.478,0.065,0.022,0.326,0.043,0.065,0.413,0.295,0.58;0,0,1
62,0.581,0.032,0.016,0.21,0.145,0.016,0.258,0.176,0.54;0,0,1
23,0.565,0.043,0.087,0.217,0.087,0.0,0.348,0.283,0.598;0,0,1
30,0.667,0.0,0.0,0.033,0.3,0.0,0.033,0.532,0.081;0,0,1
50,0.66,0.12,0.04,0.18,0.0,0.0,0.34,0.173,0.827;1,0,0
29,0.207,0.034,0.586,0.138,0.0,0.034,0.759,0.083,0.88;0,0,1
63,0.127,0.048,0.524,0.206,0.079,0.016,0.778,0.03,0.866;1,0,0
59,0.881,0.017,0.0,0.0,0.085,0.017,0.017,0.881,0.017;0,1,0
35,0.886,0.029,0.0,0.029,0.057,0.0,0.057,0.873,0.07;0,1,0
44,0.795,0.0,0.0,0.114,0.091,0.0,0.114,0.689,0.21;0,0,1
30,0.533,0.033,0.033,0.267,0.133,0.0,0.333,0.337,0.504;0,0,1
68,0.088,0.015,0.0,0.897,0.0,0.0,0.912,0.016,0.984;1,0,0
33,0.303,0.091,0.03,0.515,0.03,0.03,0.636,0.216,0.722;1,0,0
27,0.037,0.0,0.963,0.0,0.0,0.0,0.963,0.023,0.977;1,0,0
54,0.148,0.0,0.019,0.833,0.0,0.0,0.852,0.027,0.973;1,0,0
30,0.5,0.0,0.333,0.133,0.033,0.0,0.467,0.271,0.689;0,0,1
38,0.289,0.079,0.237,0.342,0.053,0.0,0.658,0.132,0.809;1,0,0
27,0.741,0.037,0.0,0.037,0.185,0.0,0.074,0.734,0.08;0,0,1
28,0.714,0.0,0.0,0.107,0.143,0.036,0.107,0.489,0.255;0,0,1
54,0.593,0.056,0.093,0.185,0.074,0.0,0.333,0.224,0.658;0,0,1
35,0.657,0.057,0.057,0.086,0.143,0.0,0.2,0.34,0.436;0,0,1
63,0.159,0.016,0.587,0.206,0.016,0.016,0.81,0.046,0.919;1,0,0
53,0.868,0.0,0.0,0.038,0.094,0.0,0.038,0.755,0.123;0,0,1
58,0.552,0.086,0.052,0.293,0.017,0.0,0.431,0.232,0.744;0,0,1
27,0.037,0.778,0.0,0.074,0.0,0.111,0.852,0.019,0.869;1,0,0
60,0.833,0.017,0.017,0.083,0.05,0.0,0.117,0.625,0.305;0,0,1
28,0.571,0.036,0.071,0.214,0.107,0.0,0.321,0.344,0.522;0,0,1
35,0.914,0.029,0.0,0.029,0.029,0.0,0.057,0.887,0.085;0,0,1
65,0.508,0.031,0.0,0.446,0.015,0.0,0.477,0.097,0.877;1,0,0
43,0.698,0.0,0.0,0.209,0.093,0.0,0.209,0.629,0.275;0,0,1
24,0.0,0.0,0.875,0.042,0.0,0.083,0.917,0.0,0.917;1,0,0
23,0.348,0.0,0.043,0.174,0.348,0.087,0.217,0.196,0.298;0,0,1
26,0.962,0.0,0.0,0.0,0.038,0.0,0.0,0.962,0.0;0,1,0
31,0.516,0.129,0.032,0.032,0.258,0.032,0.194,0.511,0.199;0,0,1
63,0.794,0.0,0.032,0.095,0.079,0.0,0.127,0.69,0.223;0,0,1
26,0.577,0.0,0.0,0.308,0.115,0.0,0.308,0.378,0.484;0,0,1
31,0.871,0.0,0.0,0.065,0.065,0.0,0.065,0.871,0.065;0,0,1
32,0.062,0.094,0.688,0.156,0.0,0.0,0.938,0.034,0.966;1,0,0
32,0.344,0.375,0.0,0.188,0.094,0.0,0.562,0.088,0.79;0,0,1
35,0.6,0.0,0.171,0.171,0.057,0.0,0.343,0.223,0.684;1,0,0
24,0.792,0.0,0.042,0.083,0.083,0.0,0.125,0.661,0.242;0,0,1
31,0.742,0.0,0.032,0.065,0.161,0.0,0.097,0.597,0.206;0,0,1
60,0.783,0.0,0.033,0.033,0.133,0.017,0.067,0.783,0.067;0,0,1
68,0.926,0.015,0.0,0.029,0.015,0.015,0.044,0.915,0.055;0,1,0
27,0.407,0.0,0.0,0.593,0.0,0.0,0.593,0.207,0.793;1,0,0
29,0.621,0.0,0.103,0.034,0.241,0.0,0.138,0.416,0.268;0,0,1
35,0.314,0.286,0.057,0.343,0.0,0.0,0.686,0.082,0.918;1,0,0
25,0.12,0.12,0.32,0.32,0.08,0.04,0.76,0.022,0.847;1,0,0
34,0.676,0.029,0.029,0.265,0.0,0.0,0.324,0.202,0.798;1,0,0
32,0.906,0.0,0.0,0.031,0.0,0.062,0.031,0.906,0.031;0,1,0
45,0.8,0.089,0.0,0.022,0.089,0.0,0.111,0.772,0.138;0,0,1
44,0.864,0.0,0.023,0.068,0.045,0.0,0.091,0.856,0.099;0,1,0
29,0.897,0.0,0.0,0.103,0.0,0.0,0.103,0.791,0.209;0,0,1
61,0.361,0.0,0.016,0.607,0.016,0.0,0.623,0.089,0.889;1,0,0
32,0.406,0.0,0.344,0.219,0.031,0.0,0.562,0.186,0.776;0,0,1
22,0.591,0.0,0.0,0.182,0.227,0.0,0.182,0.337,0.347;0,0,1
27,0.889,0.037,0.0,0.074,0.0,0.0,0.111,0.889,0.111;0,1,0
66,0.591,0.015,0.045,0.258,0.076,0.015,0.318,0.332,0.548;0,0,1
33,0.788,0.0,0.0,0.03,0.121,0.061,0.03,0.786,0.032;0,0,1
34,0.794,0.0,0.059,0.059,0.088,0.0,0.118,0.382,0.414;0,0,1
36,0.722,0.0,0.0,0.028,0.111,0.139,0.028,0.722,0.028;0,0,1
76,0.211,0.013,0.079,0.684,0.013,0.0,0.776,0.04,0.945;1,0,0
40,0.4,0.25,0.0,0.1,0.225,0.025,0.35,0.106,0.543;0,0,1
29,0.655,0.069,0.069,0.138,0.069,0.0,0.276,0.517,0.407;0,0,1
28,0.429,0.0,0.0,0.536,0.036,0.0,0.536,0.098,0.85;1,0,0
34,0.971,0.0,0.029,0.0,0.0,0.0,0.029,0.949,0.051;0,1,0
36,0.944,0.0,0.0,0.028,0.028,0.0,0.028,0.937,0.035;0,1,0
52,0.923,0.0,0.0,0.077,0.0,0.0,0.077,0.839,0.161;0,0,1
26,0.769,0.0,0.038,0.115,0.077,0.0,0.154,0.368,0.472;0,0,1
25,0.8,0.0,0.0,0.04,0.0,0.16,0.04,0.8,0.04;0,0,1
58,0.155,0.172,0.034,0.621,0.017,0.0,0.828,0.028,0.953;1,0,0
28,0.143,0.607,0.0,0.036,0.0,0.214,0.643,0.127,0.658;0,0,1
29,0.0,0.034,0.0,0.966,0.0,0.0,1.0,0.0,1.0;1,0,0
27,0.444,0.074,0.0,0.407,0.074,0.0,0.481,0.126,0.768;1,0,0
51,0.804,0.059,0.0,0.02,0.078,0.039,0.078,0.622,0.214;0,0,1
34,0.735,0.0,0.0,0.059,0.176,0.029,0.059,0.527,0.163;0,0,1
25,0.96,0.0,0.0,0.04,0.0,0.0,0.04,0.917,0.083;0,0,1
24,0.417,0.458,0.042,0.042,0.042,0.0,0.542,0.143,0.802;1,0,0
28,0.0,0.036,0.0,0.964,0.0,0.0,1.0,0.0,1.0;1,0,0
66,0.576,0.03,0.015,0.227,0.152,0.0,0.273,0.168,0.565;0,0,1
63,0.667,0.079,0.048,0.143,0.063,0.0,0.27,0.626,0.31;0,0,1
25,0.08,0.84,0.0,0.08,0.0,0.0,0.92,0.027,0.973;1,0,0
56,0.196,0.0,0.018,0.464,0.036,0.286,0.482,0.063,0.574;0,0,1
27,0.222,0.074,0.222,0.444,0.037,0.0,0.741,0.097,0.862;0,0,1
32,0.844,0.031,0.031,0.062,0.031,0.0,0.125,0.812,0.156;0,1,0
38,0.579,0.184,0.026,0.132,0.053,0.026,0.342,0.139,0.717;0,0,1
23,0.609,0.0,0.0,0.13,0.13,0.13,0.13,0.561,0.172;0,0,1
70,0.714,0.0,0.014,0.057,0.171,0.043,0.071,0.714,0.071;0,0,1
59,0.153,0.119,0.22,0.441,0.068,0.0,0.78,0.103,0.828;0,0,1
35,0.971,0.0,0.0,0.029,0.0,0.0,0.029,0.914,0.086;0,1,0
